"Attr1"	"Attr2"	"Attr3"	"Attr4"	"Attr5"	"Attr6"	"Attr7"	"Attr8"	"Attr9"	"Attr10"	"Attr11"	"Attr12"	"Attr13"	"Attr14"	"Attr15"	"Attr16"	"Attr17"	"Attr18"	"Attr19"	"Attr20"	"Attr21"	"Attr22"	"Attr23"	"Attr24"	"Attr25"	"Attr26"	"Attr27"	"Attr28"	"Attr29"	"Attr30"	"Attr31"	"Attr32"	"Attr33"	"Attr34"	"Attr35"	"Attr36"	"Attr37"	"Attr38"	"Attr39"	"Attr40"	"Attr41"	"Attr42"	"Attr43"	"Attr44"	"Attr45"	"Attr46"	"Attr47"	"Attr48"	"Attr49"	"Attr50"	"Attr51"	"Attr52"	"Attr53"	"Attr54"	"Attr55"	"Attr56"	"Attr57"	"Attr58"	"Attr59"	"Attr60"	"Attr61"	"Attr62"	"Attr63"	"Attr64"	"class"
0	0.3954	0.28654	3.1965	3174.6	0.0060379	0.0086719	1.5291	1.6476	0.6046	0.0086773	0.066474	0.0052632	0.0086719	16643	0.021932	2.5291	0.0086719	0.0052632	25.18	0.93158	0.0068173	0	0.040024	0.54989	0	1257.1	0.49149	3.1109	0.093932	0.0052632	48.951	7.5366	2.4865	-0.00087462	1.6476	4.9105	0.66637	-0.00053084	1.8768	1.9334	0.0041376	38.138	12.958	0	2.3252	42.197	0.0068173	0.0041376	1.0546	0.13045	0.13269	1.037	1.143	369.88	0.40962	0	0.59673	0.10217	14.496	28.167	28.9	12.63	2.8261	FALSE
0.31123	0.69283	0.15219	1.4016	45.759	0	0.31123	0.44335	1.6838	0.30717	0.39631	0.82134	0.29958	0.31123	501.31	0.7281	1.4434	0.31123	0.18483	0.63555	0.97279	0.38546	0.18483	1.0408	0.27371	0.7281	4.5306	0.32459	4.027	0.38152	0.20425	102.42	3.5637	1.9491	0.33344	1.6838	1.9192	0.58239	0.19803	0.13876	0.039909	0.22892	103.73	103.1	106.15	1.3939	0.79248	0.19225	0.11417	0.7666	0.37893	0.28061	0.65512	1.2421	1619.5	0.19803	1.0132	0.82195	0.89598	574.31	3.5403	82.14	4.4436	3.5912	FALSE
0.0037986	0.67548	0.02997	1.0578	-68.815	-0.028555	0.0037986	0.48043	1.4903	0.32452	0.025325	0.0073199	0.026824	0.0037986	6167.3	0.059183	1.4804	0.0037986	0.0025489	73.913	1.4435	0.010974	0.0025489	-0.025037	-0.024757	0.059183	0.50979	0.066441	4.0696	0.44364	0.016993	128.03	2.8577	2.1955	0.010802	1.5083	1.5787	0.48106	0.0072481	0.036744	0.47752	0.0073636	129.77	55.855	0.012587	0.47621	74.277	-0.025204	-0.016912	0.81263	0.51894	0.34993	0.71942	1.0664	351.81	0.0072481	0.011705	0.99748	0.48236	4.9383	6.5348	127.1	2.8718	3.3038	TRUE
-0.011523	0.28726	0.054553	1.2349	-15.74	0	-0.013954	2.4812	2.3547	0.71274	-0.009639	-0.060094	0.022764	-0.013954	1956	0.1866	3.4812	-0.013954	-0.005926	22.879	0.73168	-0.0194	-0.004894	6e-04	0.085549	0.19507	-4.4959	0.076486	3.6005	0.11998	-0.004093	35.621	10.285	8.3138	-0.024531	2.3785	2.5884	0.76651	-0.010418	0.05668	0.19884	-0.008239	42.409	19.53	-0.078068	0.69233	22.558	-0.086957	-0.036928	0.99825	0.2322	0.097229	0.9993	1.0747	217.45	-0.010441	-0.016167	1.0041	0.075428	15.954	18.689	35.993	10.141	3.3014	TRUE
-0.05596	0.39499	0.29513	2.4954	32.265	0	-0.05596	1.532	2.568	0.60514	-0.05596	-0.28355	-0.021792	-0.05596	-2576.3	-0.14168	2.5317	-0.05596	-0.021792	8.3337	0.67299	-0.072842	-0.021792	0.38711	0.57747	-0.14168	-15.846	0.58153	3.4031	0.098761	-0.021787	30.179	13.382	6.6863	-0.066024	2.5892	2.1953	0.80277	-0.02571	0.71531	-0.18075	-0.028365	49.934	41.601	-0.95443	1.0124	8.1033	-0.072842	-0.028365	1.2468	0.19736	0.074729	1.1924	1.5818	746.68	0.070494	-0.092476	0.92453	0.32658	43.798	8.7739	28.052	13.012	5.06	TRUE
-0.32964	0.5812	0.14778	1.3064	-36.325	0	-0.32484	0.72057	1.7261	0.4188	-0.16477	-0.6734	-0.16503	-0.32484	-744.71	-0.49013	1.7206	-0.32484	-0.18819	71.68	0.91121	-0.19742	-0.19097	-0.48587	0.22918	-0.49839	-1.2334	0.3996	4.9323	0.33371	-0.17574	123.04	4.0777	3.3844	-0.12885	1.8022	8.7691	0.452	-0.074648	0.017494	-0.12304	-0.11438	131.47	59.79	-0.97245	0.60364	62.901	-0.2374	-0.13753	1.0842	0.48238	0.24523	1.1324	1.2222	1.3064	0.17099	-0.78711	0.94498	0.079289	5.0921	6.1047	102	3.5783	4.6672	TRUE
0.22771	0.84065	-0.1623	0.80532	-144.56	0.071335	0.22732	0.069105	1.2028	0.058094	0.22732	0.27268	0.17008	0.22732	1197.2	0.30487	1.1896	0.22732	0.15085	78.622	2.037	0.23391	0.15111	0.072602	0.058094	0.30534	1.867	-0.49384	4.6165	0.47851	0.15085	242.87	1.5028	0.27824	0.23391	1.5575	49.532	0.065094	0.15522	0.14893	0.10514	0.15522	132.54	53.922	0.70155	0.41596	94.564	0.20494	0.136	0.79861	0.83365	0.66541	0.17677	0.19807	-6711.1	0.16859	3.9197	0.83141	0.12051	4.6425	6.769	201.93	1.8076	4.5851	FALSE
-0.20293	1.1114	-0.47165	0.47198	-138.29	-0.93038	-0.1871	-0.10032	1.55	-0.1115	-0.15739	-0.20946	-0.12071	-0.1871	-2168.2	-0.16834	0.89975	-0.1871	-0.12071	59.001	0.88907	-0.14402	-0.13092	-0.42578	-1.0429	-0.18259	-3.3209	-0.81558	3.9339	0.716	-0.10056	219.8	2.1269	1.7094	-0.32157	1.756	4.6146	-0.074434	-0.20747	0.010297	-0.25724	-0.092917	97.11	38.109	-0.80994	0.2908	48.137	-0.14402	-0.092917	0.37932	0.89324	0.47017	-0.1928	-0.12871	-4051	0.043041	1.8201	0.86074	-0.33242	6.1863	9.5777	210.34	1.7353	2.6803	TRUE
-0.033482	0.3651	-0.082603	0.74846	-230.8	-0.35245	-0.034565	0.51499	0.94253	0.18802	-0.034565	-0.10526	0.057897	-0.034565	5021.2	0.072692	2.739	-0.034565	-0.075406	146.11	1.5032	0.002369	-0.073041	-0.35536	0.18802	0.07566	0.048717	-0.10952	4.3184	0.78399	-0.075406	246.46	1.481	0.00649	0.002369	0.50102	1.6972	0.22472	0.005169	0.037262	0.1891	0.005169	185.97	39.857	-0.18246	0.18969	137.72	-0.058736	-0.12813	0.67322	0.32839	0.67523	0.24929	0.29796	-1719.5	-0.060969	-0.17808	1.061	0.19521	2.4981	9.1577	261.49	1.3959	0.60778	FALSE
0.012622	0.69204	-0.14567	0.59249	-107.3	0	0.016419	0.445	0.91322	0.30796	0.033671	0.045932	0.02749	0.016419	10062	0.036275	1.445	0.016419	0.017979	45.324	0.77271	0.03367	0.013821	0.15235	0.23336	0.030789	1.9516	-0.18481	3.5522	0.75642	0.032771	148.43	2.4591	1.2702	0.0342	0.91322	0.3155	0.61982	0.03745	0.0045237	0.54464	0.036869	84.004	38.68	0.1113	0.27526	47.087	0.024984	0.027358	0.30604	0.35746	0.40666	0.39071	0.78637	-519.41	0.03745	0.040985	0.98203	1.0127	8.0532	9.4363	142.87	2.5548	1.1586	FALSE
0.035636	0.5646	0.71102	13.989	301.17	0	0.044318	0.77116	0.77911	0.4354	0.093255	0.8096	0.1174	0.044318	2252.9	0.16201	1.7712	0.044318	0.056883	64.246	1.2371	0.093255	0.045739	0.04872	0.28359	0.14663	1.9056	3.0354	3.2596	0.33132	0.11969	27.462	13.291	1.2886	0.051544	0.77911	1.2329	0.94526	0.066157	5.6835	0.13404	0.11969	212.99	148.74	0.25986	11.484	68.797	0.046102	0.059172	1.3563	0.054741	0.075238	1.8588	4.0354	1292.7	0.066157	0.081846	0.94601	1.171	5.6813	2.4539	25.645	14.233	3.3261	FALSE
0.000781	0.74162	-0.023295	0.94473	-60.095	0	0.000781	0.3484	0.93485	0.25838	0.060268	0.001854	0.03922	0.000781	7382.8	0.049439	1.3484	0.000781	0.000836	29.558	1.1408	0	0.000836	0.099113	0.24537	0.049439	0	-0.038706	4.7308	0.69773	0.005267	234.24	1.5582	0.88552	0.000216	0.93485	1.7305	0.44472	0.000231	0.22299	0.68891	0	118.76	89.206	0.010319	0.7651	42.076	-0.035884	-0.038385	0.53688	0.42146	0.64176	0.42932	0.73894	-1253.4	0.29751	0.003024	0.76844	0.7212	12.349	4.0917	164.55	2.2181	1.5533	FALSE
0.044476	0.63143	0.23688	1.474	-5.1953	-0.091219	0.054769	0.58513	1.6717	0.36947	0.13354	0.10959	0.032762	0.054769	4208.1	0.086738	1.5837	0.054769	0.032762	54.789	1.8498	0.076402	0.026605	0.11479	0.21827	0.070437	0.96995	0.89951	4.3248	0.31114	0.032762	114.3	3.2028	2.5351	0.075692	1.7343	6.1813	0.44805	0.045278	0.24077	0.27549	0.045703	134.57	79.78	0.17724	0.74285	57.219	0.076402	0.045703	1.1667	0.49979	0.31223	1.403	1.7014	5004	0.045278	0.12038	0.923	0.21268	6.662	4.5751	109.12	3.3449	6.3482	TRUE
0.053542	0.73631	-0.088481	0.75364	-44.757	0	0.061482	0.35811	1.5142	0.26369	0.074632	0.17119	0.089816	0.061482	1976.2	0.1847	1.3581	0.061482	0.040604	19.535	1.0061	0.060882	0.03536	0.13781	0.21822	0.17392	4.6298	-0.12132	3.8195	0.4533	0.04566	90.101	4.051	1.9759	0.05927	1.5142	0.52609	0.62413	0.039143	0.14486	0.18127	0.040208	52.704	33.169	0.66071	0.528	20.33	-0.013634	-0.0090044	0.3676	0.35915	0.24685	0.36154	0.85576	-583.88	0.039143	0.20305	0.9604	1.367	18.685	11.004	86.574	4.216	2.0761	FALSE
0.0049845	0.84642	-0.057369	0.67888	746.79	0	0.0049845	0.18144	1.0165	0.15358	0.04433	0.027901	0.095941	0.0049845	3167.7	0.11522	1.1814	0.0049845	0.0049033	15.856	0.72922	0.04433	0.0049033	-0.15897	0.028874	0.11522	1.1267	-0.065287	3.7418	0.83264	0.038868	64.734	5.8433	1.2333	0.0092421	1.0165	0.16274	0.62747	0.0090916	0.023458	0.20613	0.043608	42.042	26.186	0.11287	0.43169	15.44	-0.048215	-0.04743	0.14329	0.17865	0.17114	0.17477	0.71407	-316.57	0.0090916	0.032456	1.0656	3.0857	23.02	13.938	64.146	5.6902	1.1569	FALSE
0.35007	0.39234	0.17566	1.9373	24.802	0	0.43173	1.5488	2.044	0.60766	0.45916	2.3037	0.23652	0.43173	296.21	1.2322	2.5488	0.43173	0.21121	25.905	1.2611	0.45179	0.17127	0.70275	0.57823	1.0241	16.47	0.27579	3.5687	0.17381	0.21948	42.642	8.6026	4.1092	0.43989	2.044	1.0719	0.81104	0.21521	0.21835	0.025973	0.22103	57.525	31.62	2.4131	1.1632	32.844	0.40007	0.19573	0.92539	0.18741	0.11624	0.95404	1.2734	650.65	0.21521	0.5761	0.80215	0.3347	14.09	11.543	33.465	10.907	3.2092	FALSE
-0.021615	0.34267	0.023479	1.1034	-54.121	0	-0.020845	1.9183	0.8057	0.65733	-0.0063915	-0.091803	0.067559	-0.020845	2297.8	0.15885	2.9183	-0.020845	-0.025872	67.882	0.75544	-0.0063915	-0.026828	-0.11471	0.51393	0.1566	-0.44222	0.031338	3.6211	0.39708	-0.0079329	91.023	4.0406	2.6774	-0.10487	0.91113	13.105	0.66502	-0.13016	0.10122	0.16582	-0.0079329	103.09	35.206	-0.14425	0.76115	60.068	-0.081668	-0.10136	0.73115	0.22706	0.24938	0.87736	0.88761	98.12	-0.13009	-0.032883	1.0069	0.011689	5.377	10.368	102.86	3.5484	1.0754	TRUE
0	0.18049	0.28884	2.8987	32.175	-0.027568	-0.027568	4.5404	1.5341	0.81951	-0.019614	-0.18122	0.02063	-0.027568	2081.6	0.17534	5.5404	-0.027568	-0.01797	35.825	1.3226	-0.026039	0	-0.14123	0.74073	0.32808	-3.2738	0.51667	4.033	0.10566	-0.015666	35.54	10.27	8.6557	-0.028234	1.5341	10.235	0.84788	-0.018404	0.14682	0.18134	-0.016974	99.603	63.778	0	1.9089	35.178	-0.085255	-0.055574	2.4431	0.15212	0.09737	1.4659	1.5167	3116.7	-0.018404	0	1.0178	0.03462	10.188	5.723	36.194	10.084	2.7441	FALSE
0.14147	0.32891	0.25438	1.8222	3.0397	0	0.17497	2.0399	4.8746	0.67093	0.17876	0.56552	0.046825	0.17497	525.97	0.69395	3.0403	0.17497	0.035895	16.069	1.0303	0.17193	0.029023	0.34995	0.65405	0.5921	45.411	0.58336	3.817	0.007348	0.036175	24.033	15.244	14.34	0.17543	4.8954	18.806	0.6895	0.035989	0.9486	0.048684	0.03527	20.239	4.1695	0.65924	1.6422	16.607	0.11865	0.02434	1.7141	0.3094	0.065599	1.5386	1.5812	1669	0.035989	0.21086	0.96348	0.027674	22.714	87.54	23.168	15.755	11.179	TRUE
0.0022352	0.49458	0.25748	1.7228	-2.3427	0	0.0031533	1.0219	2.3809	0.50542	0.0031533	0.0088522	0.0013244	0.0031533	57250	0.0063756	2.0219	0.0031533	0.0013244	41.607	1.2706	0.0074334	0.00093879	0.16921	0.24185	0.0045193	0.36419	0.66653	4.8754	0.20404	0.009897	60.495	6.7657	4.8728	-0.0077331	2.4336	3.1524	0.614	-0.003248	0.029584	2.2179	0.0031221	92.465	50.859	0.0082357	0.79149	41.104	0.0074334	0.0031221	1.2408	0.35621	0.1478	1.3084	1.5894	19326	0.09731	0.0044224	0.89193	0.21484	8.7727	7.1767	54.609	6.6839	6.1634	TRUE
-0.15769	1.1577	-0.58425	0.059571	-589.68	-0.16383	-0.15769	-0.13619	0.3394	-0.15767	-0.085406	-0.25383	-0.17355	-0.15769	-7173.5	-0.050882	0.8638	-0.15769	-0.46462	11.953	0.51505	-0.082523	-0.46462	-0.029051	-0.32152	-0.050882	-1.1416	-0.60674	3.488	3.4037	-0.46462	492.94	0.74407	0.3993	-0.12057	0.37981	0.048302	0.37842	-0.35523	0.003946	2.3726	-0.24314	37.164	25.211	-14.187	0.021837	8.8193	-0.18131	-0.5342	0.031969	0.62126	1.3505	-0.16374	0.39298	-1797.2	-0.35536	1.0001	1.2171	-3.4001	30.535	14.478	668.12	0.54631	0.35246	TRUE
0.053518	0.15814	0.31015	2.9617	107.09	0.11624	0.070475	4.0392	1.0895	0.63877	0.070475	0.44576	0.11903	0.070475	532.04	0.68604	6.3234	0.070475	0.077319	20.24	1.1339	0.045775	0.058715	0.16063	0.63877	0.57882	0.54715	0.58326	5.9307	-0.047724	0.077319	68.979	5.2915	0.28945	0.045775	0.96321	10204	0.63881	0.05022	1.4149	0.062049	0.05022	97.929	77.689	1.0588	2.642	22.052	0.0077568	0.0085101	2.9609	0.1581	0.18898	1.2013	1.2013	264410	0.082165	0.083783	0.91783	6.4087e-05	18.033	4.6982	63.311	5.7652	1.7141	FALSE
-0.089143	0.48492	0.2258	1.4668	-74.856	0.017905	-0.088974	1.0149	0.92658	0.49212	-0.088974	-0.18392	-0.07199	-0.088974	-2498.6	-0.14608	2.0622	-0.088974	-0.090419	140.82	0.99664	-0.079689	-0.09059	0.055975	0.49212	-0.14643	-0.75037	0.77746	4.5745	0.42585	-0.090419	166.26	2.1953	-0.16433	-0.079689	1.0211	283.97	0.49329	-0.080983	0.26687	-0.259	-0.080983	215.31	74.492	-0.23481	0.68201	130.48	-0.097824	-0.099412	1.4633	0.48376	0.45552	1.6944	1.6984	8477.5	-0.079239	-0.18114	1.0792	0.0023609	2.592	4.8998	179.44	2.0341	3.3881	FALSE
0.096612	0.68131	0.1962	1.3115	-9.2266	0	0.12796	0.46775	2.0717	0.31869	0.17061	0.20316	0.084347	0.12796	1423.1	0.25648	1.4678	0.12796	0.061765	41.356	1.1151	0.17061	0.046634	0.32288	0.14356	0.21047	4.0004	1.128	3.9327	0.30552	0.067259	120.91	3.0187	2.7907	0.17039	2.0717	12.618	0.36555	0.082245	0.09105	0.10447	0.08235	135.43	94.077	0.41158	0.93882	45.062	0.12382	0.059767	1.2125	0.62986	0.33127	1.8322	2.1016	1680.6	0.082245	0.30316	0.93884	0.14705	8.8257	3.8798	110.97	3.2892	11.911	FALSE
0.25079	0.67863	-0.13089	0.71974	-89.903	-0.21709	0.30867	0.47337	1.6717	0.32125	0.39944	0.66092	0.28303	0.30867	523.53	0.69719	1.4736	0.30867	0.18465	42.762	1	0.3823	0.15003	0.61734	0.29683	0.61191	4.2115	-0.1972	3.9133	0.39878	0.20952	113.87	3.2316	2.224	0.17448	1.9089	0.68844	0.52503	0.10438	0.045195	0.041373	0.22869	68.786	26.023	1.2805	0.46454	47.364	0.21783	0.1303	0.49532	0.46703	0.30944	0.484	0.79102	-1072	0.10445	0.78069	0.79067	0.63436	8.5355	14.026	101.97	3.5793	2.5186	TRUE
0.001682	0.6104	0.12095	1.2959	-73.096	0	0.001682	0.63827	1.0641	0.3896	0.020941	0.004114	0.055305	0.001682	3785.6	0.096417	1.6383	0.001682	0.001581	110.13	1.104	0.019911	0.001581	0.003177	0.011492	0.096417	1.0339	0.2572	4.0294	0.55405	0.014922	132.91	2.7463	1.8393	-0.05854	1.0641	3.0594	0.4578	-0.055011	0.090549	0.26396	0.018711	169.01	58.875	0.005238	0.51043	104.39	-0.03726	-0.035014	0.86787	0.4088	0.36412	0.82849	0.97353	1294.2	-0.055011	0.004317	0.99853	0.17506	3.3142	6.1996	140.22	2.6031	2.2629	FALSE
0.17068	0.71055	0.087794	1.1322	-12.986	0.47341	0.17068	0.40737	1.1576	0.28945	0.17068	0.25694	0.13478	0.17068	1317.1	0.27713	1.4074	0.17068	0.11682	21.589	1.5095	0.19026	0.11682	0.47341	0.28945	0.27713	1.5075	0.35412	4.304	0.48631	0.11682	192.11	1.9	0.26777	0.19026	1.464	14.388	0.33572	0.13023	0.069263	0.1079	0.13023	176.4	154.81	1.9752	1.0021	24.99	0.16403	0.11227	1.0584	0.66428	0.52632	1.1675	1.3541	1768.1	0.13612	0.58966	0.86388	0.15983	16.907	2.3578	165.96	2.1994	5.8929	FALSE
0.14817	1.0379	0.32346	1.9041	-36.624	-0.60128	0.17859	-0.036517	1.9136	-0.037901	0.20033	0.49918	0.12253	0.17859	1615.7	0.22591	0.96348	0.17859	0.093326	96.401	1.0906	0.050167	0.077427	0.017547	-0.2607	0.1966	2.3082	1.0147	4.5803	0.53858	0.10468	70.031	5.212	1.7966	0.048953	1.9136	0.28645	0.57587	0.025581	0.02604	0.32624	0.026216	128.16	31.757	0.29316	0.49141	98.932	-0.0057117	-0.0029847	0.65635	0.35777	0.19187	-0.1189	1.8065	12306	0.025581	-3.9093	0.91368	-16.194	3.7863	11.494	68.239	5.3488	6.0032	FALSE
0.13681	0.4771	0.20214	1.4826	-13.889	0.30899	0.13681	0.9496	1.0488	0.45305	0.13681	0.32667	0.067158	0.13681	877.81	0.41581	2.096	0.13681	0.046315	37.219	1.093	0.16535	0.046315	0.30899	0.45305	0.41581	0.58709	0.53329	4.82	0.16129	0.046315	54.277	6.7247	0.34657	0.16535	2.9904	5.4856	0.51134	0.055976	0.018771	0.069124	0.055976	75.756	38.537	0.4542	0.76344	39.036	0.10378	0.035133	1.3015	0.41881	0.1487	1.1952	1.349	13357	0.04656	0.30198	0.95344	0.12865	9.8069	9.4714	51.75	7.0531	7.7931	FALSE
0.090456	0.50692	0.16639	1.5738	-3.1057	0.17711	0.092315	0.94239	1.1687	0.47771	0.092315	0.31836	0.17972	0.092315	1270.5	0.28729	1.9727	0.092315	0.11392	77.428	1.0569	0.11025	0.11163	0.17714	0.47771	0.28362	1.59	0.30606	5.8191	0.47905	0.11392	152.65	2.3911	0.21748	0.11025	0.81273	1.3112	0.69466	0.13605	0.40952	0.10189	0.13605	152.07	74.646	0.52623	0.98101	90.489	0.05693	0.070256	0.90027	0.28997	0.41822	0.87873	1.2778	109700	0.14434	0.18935	0.85566	0.45413	4.714	4.8897	130.62	2.7945	1.4905	FALSE
0.039744	0.76651	0.04498	1.1033	-9.0314	0	0.039744	0.30462	6.3824	0.23349	0.071275	0.0913	0.018053	0.039744	2428.1	0.15032	1.3046	0.039744	0.0062271	11.436	0.97471	0.069079	0.0062271	0.063174	0.033019	0.15032	2.1908	0.086548	3.7735	0.10768	0.011167	25.06	14.623	8.3044	0.042168	6.4366	0.87579	0.55357	0.0066069	0.18847	0.17675	0.010823	22.775	11.339	0.19875	0.64783	11.466	-0.0064016	-0.001003	0.62659	0.43531	0.068387	0.44927	1.0652	267	0.0065987	0.17022	0.98893	1.3709	31.917	32.189	24.895	14.662	12.281	TRUE
0.11693	0.3704	0.30809	2.0206	33.426	0.39809	0.1441	1.6766	1.0847	0.62101	0.1441	0.47734	0.11439	0.1441	684.32	0.53337	2.6998	0.1441	0.083435	31.546	1.1206	0.14745	0.067702	0.49962	0.62101	0.46001	0.92607	0.78991	4.5164	0.16965	0.083435	69.205	5.2742	0.39807	0.14745	1.7682	6.7236	0.68953	0.085373	0.30924	0.060612	0.085373	109.18	77.634	0.78334	1.5261	34.219	0.093986	0.054418	1.6468	0.30188	0.1896	1.5922	1.7679	10117	0.078118	0.18829	0.92188	0.11034	11.57	4.7015	63.799	5.7211	4.4281	FALSE
0.13084	0.20866	0.42757	3.1733	17.315	0.23241	0.16249	3.2471	1.0228	0.67753	0.16249	0.82589	0.087499	0.16249	381.39	0.95702	4.7925	0.16249	0.071198	51.412	1.5887	0.15377	0.057331	0.30431	0.67753	0.80536	0.68913	1.1381	4.3397	0.07759	0.071198	32.182	11.342	0.73697	0.15377	2.4037	25.413	0.68945	0.06738	0.16344	0.03592	0.06738	94.706	43.293	0.40702	1.5393	52.582	0.11657	0.051078	2.992	0.19674	0.088169	1.8034	1.8352	9347.7	0.022253	0.19312	0.97775	0.017589	7.0995	8.4309	31.465	11.6	6.0747	FALSE
-0.59828	0.43685	0.11388	1.3367	-81.042	0	-0.58597	1.2891	0.63783	0.56315	-0.55982	-1.7323	-0.82263	-0.58597	-303.89	-1.2011	2.2891	-0.58597	-0.91869	186.06	0.58238	-0.55998	-0.93799	0.38898	-0.065269	-1.2293	-21.417	0.20786	4.4067	0.64089	-0.88845	169.64	2.9708	2.3003	-0.32626	0.63783	49.846	0.5657	-0.51152	0.086453	-0.029199	-0.87794	242	55.947	-1.8401	0.37548	118.09	-0.62125	-0.974	1.035	0.33826	0.33661	1.0279	1.0326	2905	-0.14105	-1.0624	1.6165	0.0045246	1.9618	6.5241	193.57	1.8856	1.1642	TRUE
0.021637	0.48802	-0.10835	0.65563	-154.51	0.11846	0.027478	1.0491	1.1116	0.51198	0.027478	0.087332	0.094083	0.027478	3030.6	0.12044	2.0491	0.027478	0.043985	65.109	0.71307	0.035718	0.034635	0.14156	0.51198	0.10847	0.63557	-0.13652	4.5961	0.77925	0.043985	204.36	1.7861	0.073189	0.035718	0.64091	0.54707	0.68536	0.057174	0.029162	0.23942	0.057174	115.16	50.056	0.19416	0.30145	72.378	0.0044204	0.0070758	0.42271	0.31464	0.55988	0.64505	0.86348	-4274.7	0.10043	0.042261	0.0070758	0.33864	5.606	7.2919	183.83	1.9855	0.78709	FALSE
0.034514	0.84967	-0.089726	0.86199	-38.029	0	0.034514	0.17692	1.9558	0.15033	0.054097	0.053089	0.039321	0.034514	4032.6	0.090512	1.1769	0.034514	0.017647	20.079	1.4666	0.044695	0.017647	0.040163	0.034541	0.090512	2.2824	-0.2041	4.4765	0.43227	0.017647	124.56	2.9494	2.2567	0.050803	1.9716	2.269	0.34988	0.025975	0.0076656	0.32522	0.022852	103.65	83.572	0.32079	0.17316	20.481	0.0023032	0.0011776	0.65954	0.65012	0.33906	0.34195	0.7959	-2688.1	0.025992	0.2296	0.97254	1.3275	18.178	4.3675	121.33	3.0084	4.449	TRUE
0.1398	0.58646	0.2787	1.5616	32.835	0	0.17233	0.70491	2.2187	0.4134	0.18575	0.34729	0.10213	0.17233	944.67	0.38638	1.7052	0.17233	0.077674	14.524	1.635	0.18556	0.063011	0.35228	0.36946	0.33091	13.832	1.239	3.8377	0.13963	0.082588	89.136	4.1064	3.4746	0.18672	2.2235	9.2564	0.48758	0.084157	0.57669	0.081515	0.083634	80.406	65.881	1.5835	0.75461	15.815	0.1313	0.059177	1.3214	0.49622	0.24352	1.8379	2.1676	1918	0.084157	0.33818	0.91644	0.17944	25.13	5.5403	81.634	4.4712	9.8637	TRUE
0.020225	0.87404	-0.16178	0.81181	-86.535	0.033075	0.040392	0.1431	1.0514	0.12508	0.040392	0.046986	0.025215	0.040392	4836.7	0.075465	1.1441	0.040392	0.015441	58.868	2.3917	0.070024	0.007732	0.070553	0.12508	0.052392	0.28145	-0.53551	4.2193	0.32536	0.015441	126.12	2.8941	0.080115	0.070024	2.63	19.201	0.13945	0.026769	0.036279	0.30061	0.026769	93.028	34.16	0.04794	0.32106	61.893	0.044457	0.016995	0.79846	0.85967	0.34553	0.414	0.46158	-2680.3	0.048879	0.1617	0.95112	0.11492	6.2003	10.685	119.95	3.0428	8.6584	FALSE
-0.016592	0.88254	-0.24307	0.6767	-222.15	-0.049079	-0.019393	0.13309	1	0.11746	-0.019393	-0.025794	0.026201	-0.019393	12175	0.02998	1.1331	-0.019393	-0.019204	126.91	1.078	-0.0020948	-0.016431	-0.058115	0.11746	0.033154	-0.020745	-0.49482	4.4858	0.85306	-0.019204	271.76	1.3431	-0.0023736	-0.0020948	1.0197	1.2063	0.24816	-0.0020745	0.028927	0.6631	-0.0020745	176.03	49.127	-0.047257	0.20971	126.91	-0.047947	-0.04748	0.57649	0.75184	0.74455	0.23912	0.50518	-7438.8	2.5886e-05	-0.14126	0.99997	1.1127	2.8761	7.4297	271.75	1.3431	2.0557	FALSE
-0.3717	0.88513	-0.1372	0.82314	-104.79	0	-0.3717	0.12977	1.9056	0.11487	-0.35009	-0.47916	-0.17117	-0.3717	-990.5	-0.3685	1.1298	-0.3717	-0.19506	95.663	0.46266	-0.32237	-0.19506	-0.14595	-0.069845	-0.3685	-14.916	-0.37958	3.366	0.46412	-0.18829	122.71	2.9744	2.6068	-0.40178	1.9056	1.2717	0.22425	-0.21084	0.028962	-0.10658	-0.16917	118	22.34	-0.74424	0.17931	79.005	-0.3679	-0.19306	0.72141	0.77575	0.3362	0.31779	0.62042	-318.66	-0.21084	-3.236	1.1717	0.95228	3.8155	16.338	148.59	2.4565	5.2721	FALSE
0.024807	0.62612	0.16893	1.4117	20.441	0.093374	0.031031	0.59004	1.0182	0.36943	0.031031	0.07562	0.054659	0.031031	2901.2	0.12581	1.5971	0.031031	0.021532	21.168	1.0841	0.039166	0.017213	0.12405	0.36943	0.11587	0.27671	0.40152	5.0619	0.40676	0.021532	105.82	3.4492	0.062553	0.039166	1.4638	2.2974	0.5852	0.027176	0.116	0.23686	0.027176	134.66	113.49	0.29681	1.208	21.553	-0.008576	-0.00595	0.9252	0.41036	0.28992	0.8781	1.3909	19479	0.017885	0.06715	0.98212	0.58404	17.243	3.2161	103.93	3.512	3.4255	FALSE
0.074195	0.6723	-0.031192	0.86366	-17.329	0	0.09063	0.48725	2.2744	0.32758	0.10554	0.39614	0.061855	0.09063	1744.3	0.20926	1.4874	0.09063	0.039848	11.221	0.99973	0.10554	0.032622	0.17736	0.1239	0.18481	7.0775	-0.038879	3.9056	0.29542	0.046405	38.499	9.4807	3.2262	0.10542	2.2745	0.28786	0.77109	0.04635	0.0056328	0.14403	0.046405	31.503	20.282	1.0612	0.31124	11.766	0.05549	0.024398	0.2939	0.22878	0.10548	0.4083	0.96112	-251	0.046334	0.2265	0.95361	1.3539	32.529	17.996	36.715	9.9413	2.8349	TRUE
